Serial_No,Report_Name,Reporting_Data_attribute,Data_Attributes_contributing_to_reporting_attributes,Row_Code,Column_Code,Measure,Source,Tab,Sub_part,Mart,Mart_Logic,SQL_Query,Frequency
,Schedule V,Interest Rate Structure,3.3-Above 15% to 20% 1-Non-Housing Loan to builders/corporate etc.,R1490,C272,Floating rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'CORPORATE'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Floating'
4- ROI_as_on_reporting_date > 15% and <= 20%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'CORPORATE'
AND nhb_Product = 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date > '15%'
AND ROI_as_on_reporting_date <= '20%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Interest Rate Structure,3.4-Above 20% to 30% 1-Non-Housing Loan to builders/corporate etc.,R1491,C272,Floating rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'CORPORATE'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Floating'
4- ROI_as_on_reporting_date > 20% and <= 30%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'CORPORATE'
AND nhb_Product = 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date > '20%'
AND ROI_as_on_reporting_date <= '30%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Interest Rate Structure,3.5-Above 30% 1-Non-Housing Loan to builders/corporate etc.,R1492,C272,Floating rate- No. of accounts,Mart,Part-5,Part-5,Outstanding_mart,"Select count(Loan_number_new) where
1- Customer_type = 'CORPORATE'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Floating'
4- ROI_as_on_reporting_date > 30%","SELECT count(Loan_number_new)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'CORPORATE'
AND nhb_Product = 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date > '30%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Interest Rate Structure,3.1-Upto 10% 1-Non-Housing Loan to builders/corporate etc.,R1488,C273,Floating rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(HL_POS) where
1- Customer_type = 'CORPORATE'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Floating'
4- ROI_as_on_reporting_date <= 10%","SELECT sum(HL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'CORPORATE'
AND nhb_Product = 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date <= '10%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Interest Rate Structure,3.2-Above 10% to 15% 1-Non-Housing Loan to builders/corporate etc.,R1489,C273,Floating rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(HL_POS) where
1- Customer_type = 'CORPORATE'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Floating'
4- ROI_as_on_reporting_date > 10% and <= 15%","SELECT  sum(HL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'CORPORATE'
AND nhb_Product = 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date > '10%'
AND ROI_as_on_reporting_date <= '15%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Interest Rate Structure,3.3-Above 15% to 20% 1-Non-Housing Loan to builders/corporate etc.,R1490,C273,Floating rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(HL_POS) where
1- Customer_type = 'CORPORATE'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Floating'
4- ROI_as_on_reporting_date > 15% and <= 20%","SELECT sum(HL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'CORPORATE'
AND nhb_Product = 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date > '15%'
AND ROI_as_on_reporting_date <= '20%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Interest Rate Structure,3.4-Above 20% to 30% 1-Non-Housing Loan to builders/corporate etc.,R1491,C273,Floating rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(HL_POS) where
1- Customer_type = 'CORPORATE'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Floating'
4- ROI_as_on_reporting_date > 20% and <= 30%","SELECT  sum(HL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'CORPORATE'
AND nhb_Product = 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date > '20%'
AND ROI_as_on_reporting_date <= '30%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Interest Rate Structure,3.5-Above 30% 1-Non-Housing Loan to builders/corporate etc.,R1492,C273,Floating rate- Outstanding amount,Mart,Part-5,Part-5,Outstanding_mart,"Select sum(HL_POS) where
1- Customer_type = 'CORPORATE'
2- nhb_Product = 'Other Loan'
3- ROI_Type = 'Floating'
4- ROI_as_on_reporting_date > 30%","SELECT sum(HL_POS)
FROM  DISHA_MART_ANALYTICS.REGULATORY_MART.OUTSTANDING_MART
WHERE Customer_type = 'CORPORATE'
AND nhb_Product = 'OTHER LOAN'
AND ROI_Type = 'FLOATING'
AND ROI_as_on_reporting_date > '30%'
AND Report_Date IN ({{report_dates}});",monthly
,Schedule V,Loan Securitised,With ARCs,R1378,C222,No. of accounts,manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,With Banks,R1379,C222,No. of accounts,manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,With HFCs,R1380,C222,No. of accounts,manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,With NBFCs (excluding HFCs and ARCs),R1381,C222,No. of accounts,manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,With other Transferees (please specify),R1382,C222,No. of accounts,manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,Total,R1383,C222,No. of accounts,manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,With Banks,R1379,C223,Amount of Loans Securitised,manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,With HFCs,R1380,C223,Amount of Loans Securitised,manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,With NBFCs (excluding HFCs and ARCs),R1381,C223,Amount of Loans Securitised,manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,With other Transferees (please specify),R1382,C223,Amount of Loans Securitised,manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,Total,R1383,C223,Amount of Loans Securitised,manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,With ARCs,R1378,C224,Provisions,manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,With Banks,R1379,C224,Provisions,manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,With HFCs,R1380,C224,Provisions,manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,With NBFCs (excluding HFCs and ARCs),R1381,C224,Provisions,manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,With other Transferees (please specify),R1382,C224,Provisions,manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,Total,R1383,C224,Provisions,manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,With ARCs,R1378,C225,"Minimum Retention Requirements (MRR)
%",manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,With Banks,R1379,C225,"Minimum Retention Requirements (MRR)
%",manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,With HFCs,R1380,C225,"Minimum Retention Requirements (MRR)
%",manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,With NBFCs (excluding HFCs and ARCs),R1381,C225,"Minimum Retention Requirements (MRR)
%",manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,With other Transferees (please specify),R1382,C225,"Minimum Retention Requirements (MRR)
%",manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Loan Securitised,Total,R1383,C225,"Minimum Retention Requirements (MRR)
%",manual,Part-2,Part-2A,Loan Securitised,,,monthly
,Schedule V,Transfer of Loan Exposures,With ARCs,R1384,C227,Aggregate principal outstanding of loans transferred,manual,Part-2,Part-2B,TRANSFER OF LOAN EXPOSURES,,,monthly
,Schedule V,Transfer of Loan Exposures,With Banks,R1385,C227,Aggregate principal outstanding of loans transferred,manual,Part-2,Part-2B,TRANSFER OF LOAN EXPOSURES,,,monthly
,Schedule V,Transfer of Loan Exposures,With HFCs,R1386,C227,Aggregate principal outstanding of loans transferred,manual,Part-2,Part-2B,TRANSFER OF LOAN EXPOSURES,,,monthly
,Schedule V,Transfer of Loan Exposures,With NBFCs (excluding HFCs and ARCs),R1387,C227,Aggregate principal outstanding of loans transferred,manual,Part-2,Part-2B,TRANSFER OF LOAN EXPOSURES,,,monthly
,Schedule V,Transfer of Loan Exposures,With other Transferees (please specify),R1388,C227,Aggregate principal outstanding of loans transferred,manual,Part-2,Part-2B,TRANSFER OF LOAN EXPOSURES,,,monthly
,Schedule V,Transfer of Loan Exposures,Total,R1389,C227,Aggregate principal outstanding of loans transferred,manual,Part-2,Part-2B,TRANSFER OF LOAN EXPOSURES,,,monthly
,Schedule V,Transfer of Loan Exposures,With ARCs,R1384,C228,Net book value of loans transferred (at the time of transfer),manual,Part-2,Part-2B,TRANSFER OF LOAN EXPOSURES,,,monthly
,Schedule V,Transfer of Loan Exposures,With Banks,R1385,C228,Net book value of loans transferred (at the time of transfer),manual,Part-2,Part-2B,TRANSFER OF LOAN EXPOSURES,,,monthly
,Schedule V,Transfer of Loan Exposures,With HFCs,R1386,C228,Net book value of loans transferred (at the time of transfer),manual,Part-2,Part-2B,TRANSFER OF LOAN EXPOSURES,,,monthly
,Schedule V,Transfer of Loan Exposures,With NBFCs (excluding HFCs and ARCs),R1387,C228,Net book value of loans transferred (at the time of transfer),manual,Part-2,Part-2B,TRANSFER OF LOAN EXPOSURES,,,monthly
,Schedule V,Transfer of Loan Exposures,With other Transferees (please specify),R1388,C228,Net book value of loans transferred (at the time of transfer),manual,Part-2,Part-2B,TRANSFER OF LOAN EXPOSURES,,,monthly
,Schedule V,Transfer of Loan Exposures,Total,R1389,C228,Net book value of loans transferred (at the time of transfer),manual,Part-2,Part-2B,TRANSFER OF LOAN EXPOSURES,,,monthly
,Schedule V,Transfer of Loan Exposures,With ARCs,R1384,C229,Aggregate consideration ,manual,Part-2,Part-2B,TRANSFER OF LOAN EXPOSURES,,,monthly
,Schedule V,Transfer of Loan Exposures,With Banks,R1385,C229,Aggregate consideration ,manual,Part-2,Part-2B,TRANSFER OF LOAN EXPOSURES,,,monthly
,Schedule V,Transfer of Loan Exposures,With HFCs,R1386,C229,Aggregate consideration ,manual,Part-2,Part-2B,TRANSFER OF LOAN EXPOSURES,,,monthly
,Schedule V,Transfer of Loan Exposures,With NBFCs (excluding HFCs and ARCs),R1387,C229,Aggregate consideration ,manual,Part-2,Part-2B,TRANSFER OF LOAN EXPOSURES,,,monthly
,Schedule V,Transfer of Loan Exposures,With other Transferees (please specify),R1388,C229,Aggregate consideration ,manual,Part-2,Part-2B,TRANSFER OF LOAN EXPOSURES,,,monthly
,Schedule V,Transfer of Loan Exposures,Total,R1389,C229,Aggregate consideration ,manual,Part-2,Part-2B,TRANSFER OF LOAN EXPOSURES,,,monthly
,Schedule V,Loan Purchased/Acquired,From Banks,R1390,C231,"Aggregate principal outstanding
of loans acquired",manual,Part-2,Part-2C,LOAN PURCHASED / ACQUIRED,,,monthly
,Schedule V,Loan Purchased/Acquired,From HFCs,R1391,C231,"Aggregate principal outstanding
of loans acquired",manual,Part-2,Part-2C,LOAN PURCHASED / ACQUIRED,,,monthly
,Schedule V,Loan Purchased/Acquired,From NBFCs (excluding HFCs),R1392,C231,"Aggregate principal outstanding
of loans acquired",manual,Part-2,Part-2C,LOAN PURCHASED / ACQUIRED,,,monthly
,Schedule V,Loan Purchased/Acquired,From others Transferors (please specify),R1393,C231,"Aggregate principal outstanding
of loans acquired",manual,Part-2,Part-2C,LOAN PURCHASED / ACQUIRED,,,monthly
,Schedule V,Loan Purchased/Acquired,Total,R1394,C231,"Aggregate principal outstanding
of loans acquired",manual,Part-2,Part-2C,LOAN PURCHASED / ACQUIRED,,,monthly
,Schedule V,Loan Purchased/Acquired,From Banks,R1390,C232,Aggregate consideration paid,manual,Part-2,Part-2C,LOAN PURCHASED / ACQUIRED,,,monthly
,Schedule V,Loan Purchased/Acquired,From HFCs,R1391,C232,Aggregate consideration paid,manual,Part-2,Part-2C,LOAN PURCHASED / ACQUIRED,,,monthly
,Schedule V,Loan Purchased/Acquired,From NBFCs (excluding HFCs),R1392,C232,Aggregate consideration paid,manual,Part-2,Part-2C,LOAN PURCHASED / ACQUIRED,,,monthly
,Schedule V,Loan Purchased/Acquired,From others Transferors (please specify),R1393,C232,Aggregate consideration paid,manual,Part-2,Part-2C,LOAN PURCHASED / ACQUIRED,,,monthly
,Schedule V,Loan Purchased/Acquired,Total,R1394,C232,Aggregate consideration paid,manual,Part-2,Part-2C,LOAN PURCHASED / ACQUIRED,,,monthly
,Schedule V,Loan Purchased/Acquired,From Banks,R1390,C233,Type of Loan Pool (IHL/ HL/ NHL),manual,Part-2,Part-2C,LOAN PURCHASED / ACQUIRED,,,monthly
,Schedule V,Loan Purchased/Acquired,From HFCs,R1391,C233,Type of Loan Pool (IHL/ HL/ NHL),manual,Part-2,Part-2C,LOAN PURCHASED / ACQUIRED,,,monthly
,Schedule V,Loan Purchased/Acquired,From NBFCs (excluding HFCs),R1392,C233,Type of Loan Pool (IHL/ HL/ NHL),manual,Part-2,Part-2C,LOAN PURCHASED / ACQUIRED,,,monthly
,Schedule V,Loan Purchased/Acquired,From others Transferors (please specify),R1393,C233,Type of Loan Pool (IHL/ HL/ NHL),manual,Part-2,Part-2C,LOAN PURCHASED / ACQUIRED,,,monthly
,Schedule V,Loan Purchased/Acquired,Total,R1394,C233,Type of Loan Pool (IHL/ HL/ NHL),manual,Part-2,Part-2C,LOAN PURCHASED / ACQUIRED,,,monthly
,Schedule V,Loan under Co-lending model(CLM) with banks,Name of the Co-lender,R1399,C235,Aggregate principal outstanding of loans under CLM,manual,Part-2,Part-2D,LOANS UNDER CO-LENDING MODEL (CLM) WITH BANKS,,,monthly
,Schedule V,Loan under Co-lending model(CLM) with banks,Name of the Co-lender,R1399,C236,"Type of Loan
(HL/ NHL)",manual,Part-2,Part-2D,LOANS UNDER CO-LENDING MODEL (CLM) WITH BANKS,,,monthly
,Schedule V,Loan under Co-lending model(CLM) with banks,Name of the Co-lender,R1399,C237,Share of HFC,manual,Part-2,Part-2D,LOANS UNDER CO-LENDING MODEL (CLM) WITH BANKS,,,monthly
,Schedule V,Loan under Co-lending model(CLM) with banks,Name of the Co-lender,R1399,C238,Share of the Co-Lender (%),manual,Part-2,Part-2D,LOANS UNDER CO-LENDING MODEL (CLM) WITH BANKS,,,monthly
,Schedule V,Public Deposits,Particulars,R1400,C240,No. of accounts,NA,Part-3,Part-3A,,,,monthly
,Schedule V,Public Deposits,Particulars,R1400,C241,Amount,NA,Part-3,Part-3A,,,,monthly
,Schedule V,Public Deposits,Particulars,R1400,C242,No. of accounts,NA,Part-3,Part-3A,,,,monthly
,Schedule V,Public Deposits,Particulars,R1400,C243,Amount,NA,Part-3,Part-3A,,,,monthly
,Schedule V,Public Deposits,Particulars,R1400,C242,No. of accounts,NA,Part-3,Part-3A,,,,monthly
,Schedule V,Public Deposits,Particulars,R1400,C243,Amount,NA,Part-3,Part-3A,,,,monthly
,Schedule V,Overdue Public Deposits,Particulars,R1401,C240,No. of accounts,NA,Part-3,Part-3B,,,,monthly
,Schedule V,Overdue Public Deposits,Particulars,R1401,C241,Amount,NA,Part-3,Part-3B,,,,monthly
,Schedule V,Overdue Public Deposits,Particulars,R1401,C242,No. of accounts,NA,Part-3,Part-3B,,,,monthly
,Schedule V,Overdue Public Deposits,Particulars,R1401,C243,Amount,NA,Part-3,Part-3B,,,,monthly
,Schedule V,Overdue Public Deposits,Particulars,R1401,C242,No. of accounts,NA,Part-3,Part-3B,,,,monthly
,Schedule V,Overdue Public Deposits,Particulars,R1401,C243,Amount,NA,Part-3,Part-3B,,,,monthly
,Schedule V,Credit Rating Obtained(Public deposits),Name of the Rating Agency,,C252,Rating awarded,NA,Part-3,Part-3C,,,,monthly
,Schedule V,Credit Rating Obtained(Public deposits),Name of the Rating Agency,,C253,Valid up to (DD/MM/YYYY),NA,Part-3,Part-3C,,,,monthly
,Schedule V,Average cost of deposits(Cumulative),Particulars,R1402,C254,Amount previous month,NA,Part-3,Part-3D,,,,monthly
,Schedule V,Average cost of deposits(Cumulative),Particulars,R1402,C254,Amount previous month,NA,Part-3,Part-3D,,,,monthly
,Schedule V,Interest Rate Structure-Deposits,Deposit Product Name,,,Min (in %),NA,Part-3,Part-3E,,,,monthly
,Schedule V,Interest Rate Structure-Deposits,Deposit Product Name,,,Max (in %),NA,Part-3,Part-3E,,,,monthly
,Schedule V,Borrowings,1-Public Deposits,R1403,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,2-Refinance from NHB,R1404,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,"3-Term Loan, Line of Credit, Working Capital Loan, OD, CC",R1405,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,3.1-Public Sector Banks,R1406,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,3.2-Other Banks including Banking Companies,R1407,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,"3.2.1-Of the above, availed from Foreign Banks",R1408,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,3.3-NBFCs including HFCs,R1409,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,"3.4-Others excluding above (Please specify, if any)",R1410,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,4-Non-Convertible Debentures/ Bonds subscribed by,R1411,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,4.1-Public Sector Banks,R1412,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,4.2-Other Banks including Banking Companies,R1413,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,"4.2.1-Of the above, subscribed by Foreign Banks",R1414,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,4.3-NBFCs including HFCs,R1415,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,"4.4-Others excluding above (Please specify, if any)",R1416,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,5-Commercial Papers subscribed by,R1417,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,5.1-Public Sector Banks,R1418,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,5.2-Other Banks including Banking Companies,R1419,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,"5.2.1-Of the above, subscribed by Foreign Banks",R1420,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,5.3-NBFCs including HFCs,R1421,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,"5.4-Others excluding above (Please specify, if any)",R1422,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,6-Inter-Corporate Deposits (ICDs) taken from,R1423,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,6.1-Companies in the same group,R1424,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,6.2-Companies not in the same group,R1425,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,7-Other Corporate Bonds & Debentures (other than those mentioned under Point No. 4 above),R1426,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,8-External Commercial Borrowings (ECB),R1427,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,9-Other Foreign currency borrowings,R1428,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,"10-Any Other Borrowings other than (1 to 10 above) - (Please specify, if any)",R1429,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,11-Total,R1430,C256,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,1-Public Deposits,R1403,C257,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,2-Refinance from NHB,R1404,C257,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,"3-Term Loan, Line of Credit, Working Capital Loan, OD, CC",R1405,C257,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,3.1-Public Sector Banks,R1406,C257,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,3.2-Other Banks including Banking Companies,R1407,C257,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,"3.2.1-Of the above, availed from Foreign Banks",R1408,C257,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,3.3-NBFCs including HFCs,R1409,C257,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,"3.4-Others excluding above (Please specify, if any)",R1410,C257,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,4-Non-Convertible Debentures/ Bonds subscribed by,R1411,C257,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,4.1-Public Sector Banks,R1412,C257,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,4.2-Other Banks including Banking Companies,R1413,C257,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,"4.2.1-Of the above, subscribed by Foreign Banks",R1414,C257,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
,Schedule V,Borrowings,4.3-NBFCs including HFCs,R1415,C257,Amount,manual,Part-3,Part-3F,Borrowings,,,monthly
